section,text
19th century -> Brahmin elite,"Boston's ""Brahmin elite"" developed a particular semi-aristocratic value system by the 1840s—cultivated, urbane, and dignified, the ideal Brahmin was the very essence of enlightened aristocracy. He was not only wealthy, but displayed suitable personal virtues and character traits. The term was coined in 1861 by Dr. Oliver Wendell Holmes Sr. The Brahmin had high expectations to meet: to cultivate the arts, support charities such as hospitals and colleges, and assume the role of community leader. Although the ideal called on him to transcend commonplace business values, in practice many found the thrill of economic success quite attractive. The Brahmins warned each other against ""avarice"" and insisted upon ""personal responsibility."" Scandal and divorce were unacceptable. The total system was buttressed by the strong extended family ties present in Boston society. Young men attended the same prep schools and colleges, and had their own way of talking. Heirs married heiresses. Family not only served as an economic asset, but also as a means of moral restraint. Most belonged to the Unitarian or Episcopal churches, although some were Congregationalists or Methodists. Politically, they were successively Federalists, Whigs, and Republicans.
A poem about Boston, attributed to various people, describes the city thus: ""And here's to good old Boston / The land of the bean and the cod / Where Lowells talk only to Cabots / and Cabots talk only to God."" While wealthy colonial families like the Lowells and Cabots (often called the Boston Brahmins) ruled the city, the 1840s brought waves of new immigrants from Europe. These included large numbers of Irish and Italians, giving the city a large Roman Catholic population."
19th century -> Abolitionists,"In 1831, William Lloyd Garrison founded The Liberator, an abolitionist newsletter, in Boston. It advocated ""immediate and complete emancipation of all slaves"" in the United States, and established Boston as the center of the abolitionist movement. While living in Boston, David Walker published An Appeal to the Colored Citizens of the World. After the passing of the Fugitive Slave Law of 1850, Boston became a bastion of abolitionist thought. Attempts by slave-catchers to arrest fugitive slaves often proved futile, which included the notable case of Anthony Burns and Kevin McLaughlin. After the passage of the Kansas–Nebraska Act in 1854, Boston also became the hub of efforts to send anti-slavery New Englanders to settle in Kansas Territory through the Massachusetts Emigrant Aid Company."
19th century -> Irish,"The earliest Irish settlers began arriving in the early 18th century. Initially, they were indentured servants who came to work in Boston and New England for five to seven years, before gaining their independence. They were mainly individuals and families, and they were forced to hide their religious roots since Catholicism was banned in the Bay Colony. Then in 1718, congregations of Presbyterians from Ulster in the north of Ireland began arriving in Boston Harbor. They were referred to as Ulster Irish but later were referred to as Scots-Irish because many of them had roots in Scotland. The Puritan leaders initially sent the Ulster Irish to the fringes of the Bay Colony, where they settled places like Belfast, Maine, Londonderry and Derry, New Hampshire, and Worcester, Massachusetts. But by 1729 they were permitted to set up a church in downtown Boston.

Throughout the 19th century, Boston became a haven for Irish Catholic immigrants, especially following the Great Famine of the late 1840s. Their arrival transformed Boston from a singular, Anglo-Saxon, Protestant city to one that has progressively become more diverse. The Yankees hired Irish as workers and servants, but there was little social interaction. In the 1850s, an anti-Catholic, anti-immigrant movement was directed against the Irish, called the Know Nothing Party. But in the 1860s, many Irish immigrants joined the Union ranks to fight in the American Civil War, and that display of patriotism and valor began to soften the harsh sentiments of Yankees about the Irish. Nonetheless, as in New York City, on July 14, 1863, a draft riot attempting to raid Union armories broke out among Irish Catholics in the North End, resulting in approximately 8 to 14 deaths. In the 1860 presidential election, Abraham Lincoln received only 9,727 votes out of 20,371 cast in Boston (or 48 percent) while receiving 63 percent of the vote statewide, and Boston Irish Catholics mostly voted against Lincoln.
Even to the present day, Boston still commands the largest percentage of Irish-descended people of any city in the United States. With an expanding population, group loyalty, and block by block political organization, the Irish took political control of the city, leaving the Yankees in charge of finance, business and higher education. The Irish left their mark on the region in a number of ways: in still heavily Irish neighborhoods such as Charlestown and South Boston; in the name of the local basketball team, the Boston Celtics; in the dominant Irish-American political family, the Kennedys; in a large number of prominent local politicians, such as James Michael Curley; in the establishment of Catholic Boston College as a rival to Harvard; and in underworld figures such as James ""Whitey"" Bulger."
19th century -> Great Fire of 1872,"The Great Boston Fire of 1872 started at the corner of Summer Street and Kingston Street on November 9. In two days the conflagration destroyed about 65 acres (260,000 m2) of the city, including 776 buildings in the financial district, totaling $60 million in damage."
19th century -> High culture,"From the mid-to-late-19th century, the Boston Brahmins flourished culturally—they became renowned for its rarefied literary culture and lavish artistic patronage. Literary residents included, among many others, writers Nathaniel Hawthorne, Henry Wadsworth Longfellow, Oliver Wendell Holmes Sr., James Russell Lowell, and Julia Ward Howe, as well as historians John Lothrop Motley, John Gorham Palfrey, George Bancroft, William Hickling Prescott, Francis Parkman, Henry Adams, James Ford Rhodes, Edward Channing and Samuel Eliot Morison. Also there were theologians and philosophers such as William Ellery Channing, Ralph Waldo Emerson and Mary Baker Eddy. When Bret Harte visited Howells, he remarked that in Boston ""it was impossible to fire a revolver without bringing down the author of a two-volume work."" Boston had many great publishers and magazines, such as The Atlantic Monthly (founded 1857) and the publishers Little, Brown and Company, Houghton Mifflin, and Harvard University Press.
Higher education became increasingly important, principally at Harvard (based across the river in Cambridge), but also at other institutions. The Massachusetts Institute of Technology (MIT) opened in the city in 1865. The first medical school for women, The Boston Female Medical School (which later merged with the Boston University School of Medicine), opened in Boston on November 1, 1848. The Jesuits opened Boston College in 1863; Emerson College opened in 1880, and Simmons College for women in 1899.
The Brahmins were the foremost authors and audiences of high culture, despite being a minority. Emerging Irish, Jewish, and Italian cultures made little to no impact on the elite.
To please a different audience, the first vaudeville theater opened on February 28, 1883, in Boston. The last one, the Old Howard in Scollay Square, which had evolved from opera to vaudeville to burlesque, closed in 1953.
The public Boston Museum of Natural History (founded in 1830 and renamed the New England Museum of Natural History in 1864, and the Boston Museum of Science in the mid-twentieth century), was run by the Boston Society of Natural History. It served the function of public and professional education in natural history, including ocean life, geology and mineralogy. Around the end of the 19th century a scientific library and children's rooms were added. In addition, the private Warren Museum of Natural History at Boston operated 1858–1906. It was acquired by the American Museum of Natural History in New York City in 1906."
19th century -> Transportation,"As the population increased rapidly, Boston-area streetcar lines facilitated the creation of a profusion of streetcar suburbs. Middle-class businessmen, office workers and professionals lived in the suburbs and commuted into the city by subway. Downtown congestion worsened, prompting the opening of the first subway in North America on September 1, 1897, the Tremont Street Subway. Between 1897 and 1912, subterranean rail links were built to Cambridge and East Boston, and elevated and underground lines expanded into other neighborhoods from downtown. Today, the regional passenger rail and bus network has been consolidated into the Massachusetts Bay Transportation Authority. Two union stations, North Station and South Station were constructed to consolidate downtown railroad terminals."
19th century -> Censorship,"From the late 19th century until the mid-20th century, the phrase ""Banned in Boston"" was used to describe a literary work, motion picture, or play prohibited from distribution or exhibition. During this time, Boston city officials took it upon themselves to ""ban"" anything that they found to be salacious, immoral, or offensive: theatrical shows were run out of town, books confiscated, and motion pictures were prevented from being shown—sometimes stopped in mid-showing after an official had ""seen enough"". The phrase ""banned in Boston"" came to suggest something sexy and lurid; some distributors advertised that their products had been banned in Boston, when in fact they had not."
20th century -> Early decades,"In 1900, Julia Harrington Duff (1850–1932) became the first woman from the Irish Catholic community to be elected to the Boston School Committee. Extending her role as teacher and mother she became an ethnic spokesperson as she confronted the power of the Yankee Protestant men of the Public School Association. She worked to replace 37-year-old textbooks, to protect the claims of local Boston women for career opportunities in the school system, and to propose a degree-granting teachers college. In 1905, the 25 member committee was reduced to five, which blocked women's opportunities for direct participation in school policies.
Around the start of the 20th century, caught up in the automobile revolution, Boston was home to the Porter Motor Company, headquartered in the Tremont Building, 73 Tremont Street.
On January 15, 1919, the Great Molasses Flood occurred in the North End. Twenty-one people were killed and 150 injured as an immense wave of molasses, which rushed through the streets at an estimated 35 miles per hour (56 km/h), crushed and asphyxiated many of the victims to death. It took over six months to remove the molasses from the cobblestone streets, theaters, businesses, automobiles, and homes. Boston Harbor ran brown until summer.
During the summer of 1919, over 1,100 members of the Boston Police Department went on strike. Boston fell prey to several riots as there were minimal law officers to maintain order in the city. Calvin Coolidge, then governor of Massachusetts, garnered national fame for quelling violence by almost entirely replacing the police force. The 1919 Boston Police Strike would ultimately set precedent for police unionization across the country.
The most infamous swindler was from Boston in the 1920s. ""Charles Ponzi, a dapper, five-foot-two-inch rogue who in 1920 raked in an estimated $15 million in eight months by persuading tens of thousands of Bostonians that he had unlocked the secret to easy wealth. Ponzi's meteoric success at swindling was so remarkable that his name became attached to the method he employed,"" the ""Ponzi scheme."" ""Charles named his concern the Securities Exchange Company"" on 27 School Street in Boston, Massachusetts.

On August 23, 1927, Italian anarchists Nicola Sacco and Bartolomeo Vanzetti were sent to the electric chair after a seven-year trial in Boston. Their execution sparked riots in London, Paris and Germany, and helped to reinforce the image of Boston as a hotbed of intolerance and discipline.
More effective securities laws were required to manage the effects of the depression. Governor of Massachusetts Frank G. Allen appointed John C. Hull  the first Securities Director of Massachusetts in the country in January 1930. At the Massachusetts Statehouse, Hull authored and introduced a bill to the committee on Banks and Banking in the Massachusetts House of Representatives the law relative to the sale of securities (Chapter 110A), on May 4, 1932. The act was approved in Boston on June 6, 1932.
Three Harvard professors, Felix Frankfurter, Benjamin V. Cohen and James M. Landis drafted both Securities Act of 1933 and Securities Exchange Act of 1934. The 1st Chair of the U.S. Securities and Exchange Commission, Joseph P. Kennedy Sr. was from Boston. In his address to the Boston Chamber of Commerce on November 15, 1934, Kennedy said this: ""Deplorable loss was the consequence of ill-considered conception, preparation, and execution. We don't want the staccato tempo of much of the frenzied financing of the late twenties."" Kennedy continued, ""We have the tremendous task of educating the American public to protect itself against high-pressure salesmanship. No law has ever been devised or administered which successfully eradicated crookedness. The Federal Government, however, hopes to fill a much needed want, hopes to be a vigorous factor in the relentless war on stock frauds."""
20th century -> Mid-century transportation and urban renewal,"The I-695 Inner Belt shown on this map was never built. I-95 is shown here approaching the urban core from the southwest, but it was never built beyond the outer loop shown on this map (which was built as Route 128 and which I-95 was later re-routed over).
In 1934, the Sumner Tunnel created the first direct road connection under Boston Harbor, between the North End and East Boston.
In May 1938, the first public housing project, Old Harbor Village was opened in South Boston.
By 1950, Boston was slumping. Few major buildings were being built anywhere in the city. Factories were closing and moving their operations south, where labor was cheaper. The assets Boston had—excellent banks, hospitals, universities and technical know-how—were minimal parts of the U.S. economy. To combat this downturn, Boston's politicians enacted urban renewal policies, which resulted in the demolition of several neighborhoods, including the New York Streets district in the South End, the old West End, a largely Jewish and Italian neighborhood, and Scollay Square. In their places went a new headquarters for the Boston Herald, the Charles River Park apartment complex, additions to Massachusetts General Hospital, and Government Center. These projects displaced thousands, closed hundreds of businesses, and provoked a furious backlash, which in turn ensured the survival of many historic neighborhoods.
In 1948, William F. Callahan had published the Master Highway Plan for Metropolitan Boston. Parts of the financial district, Chinatown, and the North End were demolished to make way for construction. By 1956, the northern part of the Central Artery had been constructed, but strong local opposition resulted in the southern downtown portion being built underground. The Dewey Square Tunnel connected downtown to the Southeast Expressway. In 1961, the Callahan Tunnel opened, paralleling the older Sumner Tunnel.
By 1965, the first Massachusetts Turnpike Extension was completed from Route 128 to near South Station. The proposed Inner Belt in Boston, Cambridge, Brookline, and Somerville was canceled due to public outcry.  In 1971, public protest canceled the routing of I-95 into downtown Boston. Demolition had already begun along the Southwest Corridor, which was instead used to re-route the Orange Line and Amtrak's Northeast Corridor."
20th century -> World War II and later,"On November 28, 1942, Boston's Cocoanut Grove nightclub was the site of the Cocoanut Grove fire, the deadliest nightclub fire in United States history, killing 492 people and injuring hundreds more.
During the war years, antisemitic violence escalated in Boston. Gangs largely composed of Irish Catholic youths desecrated Jewish cemeteries and synagogues, vandalized Jewish stores and homes, and physically assaulted Jews in the streets. The Boston police force, which was made up largely of Irish Catholics, seldom intervened.
In 1950, the Great Brink's Robbery was committed; at the time it was the largest bank robbery in the United States, with the thieves stealing $2.775 million.
In 1953, the Columbia Point public housing projects were completed on the Dorchester peninsula. There were 1,502 units in the development on 50 acres (20 ha) of land. In 1966, the Columbia Point Health Center opened and was the first community health center in the country.
On January 15, 1961, American Nazi Party founder George Lincoln Rockwell and a fellow Nazi Party member attempted to picket the local premiere of the film Exodus at the Saxon Theatre on Tremont Street in Downtown Boston while staying at the Hotel Touraine across the street. After Boston Mayor John F. Collins (1960–1968) declined to deny Rockwell the right to picket, members of the local Jewish Defense League chapter organized a counterdemonstration of 2,000 Jewish protestors in response on the corner of Tremont and Boylston Streets on the day of the premiere, which forced police to converge on the theater and force Rockwell into a police cruiser that took him to Logan International Airport where Rockwell was then boarded onto a flight to Washington, DC.
Between June 14, 1962, and January 4, 1964, as many as thirteen single women between the ages of 19 and 85 were murdered in Boston by the infamous Boston Strangler. (The actual number remains in dispute.)
In March 1965, an investigative study of property tax assessment practices published by the National Tax Association of 13,769 properties sold within the City of Boston from January 1, 1960, to March 31, 1964, found that the assessed values in the neighborhood of Roxbury in 1962 were at 68 percent of market values while the assessed values in West Roxbury were at 41 percent of market values, and the researchers could not find a nonracial explanation for the difference. In 1963, Boston Mayor John F. Collins and Boston Redevelopment Authority (BRA) executive Edward J. Logue organized a consortium of savings banks, cooperatives, and federal and state savings and loan associations in the city called the Boston Banks Urban Renewal Group (B-BURG) that would reverse redline parts of Dorchester, Roxbury, and Mattapan along Blue Hill Avenue. Despite the passage of legislation by the 156th Massachusetts General Court banning racial discrimination or segregation in housing in 1950, as well as the issuance of Executive Order 11063 by President John F. Kennedy in 1962 requiring all federal agencies to prevent racial discrimination in all federally-funded subsidized housing in the United States, the Boston Housing Authority (BHA) Board actively segregated the public housing developments in the city during the Collins administration as well, with BHA departments engaging in bureaucratic resistance against integration through at least 1966 and the Board retaining control over tenant assignment until 1968.

In the 1970s, after years of economic downturn, Boston boomed again. Financial institutions were granted more latitude, more people began to play the market, and Boston became a leader in the mutual fund industry. Health care became more extensive and expensive, and hospitals such as Massachusetts General Hospital, Beth Israel Deaconess Medical Center, and Brigham and Women's Hospital led the nation in medical innovation and patient care. Higher education also became more expensive, and universities such as Harvard, MIT, Boston College, BU and Tufts attracted hordes of students to the Boston area; many stayed and became permanent residents. MIT graduates, in particular, founded many successful high-tech companies, which made Boston second only to Silicon Valley as a high-tech center.
On April 1, 1965, a special committee appointed by Massachusetts Education Commissioner Owen Kiernan released its final report finding that more than half of black students enrolled in Boston Public Schools (BPS) attended institutions with enrollments that were at least 80 percent black and that housing segregation in the city had caused the racial imbalance. From its creation under the National Housing Act of 1934 signed into law by President Franklin D. Roosevelt, the Federal Housing Administration used its official mortgage insurance underwriting policy explicitly to prevent school desegregation. The Boston School Committee denied racial segregation existed within Boston schools provoking protests by parents, community activist, and Boston clergy. The Racial Imbalance Act was signed into law by Governor Volpe on August 20, 1965. Rev. Vernon E. Carter picketed outside the Boston School Committee building from April 28, 1965 until August 20, 114 days. A few thousand joined him in challenging defacto segregation. Massachusetts Governor John Volpe then went on to file a request for legislation from the state legislature that defined schools with non-white enrollments greater than 50 percent to be imbalanced and granted the State Board of Education the power to withhold state funds from any school district in the state that was found to have racial imbalance, which Volpe would sign into law the following August.
From September 1974 through September 1976, at least 40 riots occurred in the city following the Phase I and Phase II rulings by Massachusetts U.S. District Court Judge W. Arthur Garrity Jr. in Morgan v. Hennigan that ordered desegregation busing to integrate the city's public schools. Racially motivated violence erupted in several neighborhoods (many white parents resisted the busing plan). Public schools—particularly public high schools—became scenes of unrest and violence. Tension continued throughout the mid-1970s, reinforcing Boston's reputation for discrimination. A famous photograph, The Soiling of Old Glory, was taken in front of Boston City Hall, viscerally depicting the conflict.
The Columbia Point housing complex deteriorated until only 350 families remained living there in 1988. In 1984, the city of Boston gave control of the complex to a private developer, Corcoran-Mullins-Jennison, who re-developed and re-vitalised the property into a residential mixed-income community called Harbor Point Apartments. It is a very significant example of revitalisation and re-development and was the first federal housing project to be converted to private, mixed-income housing in the USA. Harbor Point has won much acclaim for this transformation, including awards from the Urban Land Institute, the FIABCI Award for International Excellence, and the Rudy Bruner Award for Urban Excellence. It was used as a model for the federal HUD HOPE VI public housing program begun in 1992.
On March 18, 1990, the largest art theft in modern history occurred in Boston. Twelve paintings, collectively worth over $100 million, were stolen from the Isabella Stewart Gardner Museum by two thieves posing as police officers. The paintings were not recovered."
20th century -> Big Dig and public transit in the 2000s,"In 2007, the Central Artery/Tunnel project was completed. Nicknamed the Big Dig, it had been planned and approved in the 1980s under Massachusetts governor Michael Dukakis. With construction beginning in 1991, the Big Dig moved the remainder of the Central Artery underground, widened the north–south highway, and created local bypasses to prevent east–west traffic from contributing to congestion. The Ted Williams Tunnel became the third highway tunnel to East Boston and Logan International Airport as part of the project. The Big Dig also produced the landmark Zakim Bunker Hill Bridge, and will create over 70 acres (280,000 m2) of public parks in the heart of the city. The project as a whole has eased (but not eliminated) Boston's notorious traffic congestion; however, it is the most expensive construction project in United States history.
The city also saw other transportation projects, including improvement and expansion to its mass transit system, notably to its commuter rail system to southeastern Massachusetts and the development of a bus rapid transit (BRT) system dubbed ""The Silver Line."" The maritime Port of Boston and Logan International Airport were also developed."
