section,text
21st century -> Finance board: 2004–2009,"Springfield began experiencing fiscal trouble during the 1980s; however, the city's finances nearly collapsed in the first decade of the 21st century with budget shortfalls of approximately $40 million. City and state officials disagreed over the crisis' causes. The State blamed overspending relative to income by the City. City officials blamed inequities in the ways additional assistance appropriations were allocated to Springfield relative to other Massachusetts cities. Both sides were correct. Springfield was overspending relative to its income, as the Commonwealth claimed. However, Springfield officials were also correct – for every $287.66 per capita in additional assistance appropriations allocated to Boston, $176.37 per capita were allocated to Cambridge, $67.50 per capita were allocated to Worcester, and a mere $12.04 per capita were allocated to Springfield. Aside from overspending and gross inequities in State funding, other observers of Springfield's fiscal crisis noted a weak economy, years of incompetent management, and corruption in city government.
The city's financial problems had already resulted in wage freezes for city workers, cuts in city services, layoffs, and various city fee increases; however, on June 30, 2004, the Massachusetts General Court granted control of the city (including financial, personnel, and real estate matters) to the Springfield Finance Control Board. The board was composed of three appointees by the State Secretary of Administration and Finance, Springfield's Mayor, and the President of the City Council.
The Financial Control Board (FCB) operated under the overall direction of the State Secretary of Finance and Administration. The FCB legislation included a state loan of $52 million to be paid back with future city tax receipts. A $20 million grant was originally included, but then-House Speaker Thomas Finneran eliminated that section, fearing it would invite fiscal irresponsibility among other municipalities.
The original FCB bill filed by then-Governor Mitt Romney included a suspension of Massachusetts General Law Chapter 150E, the state law that defines the collective bargaining process for public employees. (State employees are not covered by federal labor laws). Opposition from unions eliminated that section.
During the first several years of the Financial Control Board, officials concentrated on ""controlling personnel costs,"" However, in 2006 the FCB hired the Urban Land Institute to study Springfield and then conceive a viable plan for the city's revitalization. The ULI's study and subsequent 'Plan for Springfield' resulted in significant improvements throughout Springfield's Metro Center, a dramatic citywide drop-off in crime, and a viable course for the city's continued resurgence.
On June 30, 2009, the State of Massachusetts disbanded the Finance Control Board and returned financial control to the City of Springfield"
"21st century -> Revitalization: 2007 – June 1, 2011 -> Decrease in crime","Since 1997, U.S. and local crime statistics indicate that Springfield experienced a decrease in both violent crime and property crime, with both falling over 50%. Crime numbers bottomed out in 2009, increasing negligibly in 2010 and 2011. Independent sources also note Springfield's decrease in criminal activity, including
Morgan Quinto's annual ""United States City Crime Rankings,"" which also show a 50% drop-off in the city's overall crime. In 2010, Springfield ranked 51st in those rankings, in which it had once – in just 2003 – ranked 18th."
"21st century -> Revitalization: 2007 – June 1, 2011 -> Springfield's mature economy: healthcare; higher education; and transportation","From 2007 to 2010, Springfield prospered economically in relation to its peer cities, while enduring ""the worst American economic crisis since the Great Depression."" Springfield is considered to have a ""mature"" economy, built on primarily healthcare, higher education, transportation, and to an extent, a still existent precision manufacturing center, (e.g. Smith & Wesson added 225 jobs in 2011.) 
Major private medical investments have included Baystate Health's $300 million ""Hospital of the Future"". It has been reported that, on its completion in 2012, Baystate will hire 550 new doctors, approximately doubling the hospital's current capacity.
In 2010, two of Springfield's most prestigious higher education institutions built multimillion-dollar facilities, which opened in 2011. Springfield College constructed a $45 million multi-purpose university center, while Western New England University constructed a $40 million pharmacy school – the only such school in the region. In 2010, the University of Massachusetts Amherst moved its Urban Design graduate program to Court Square in Metro Center. In early 2011, UMass Amherst announced that it would move its popular radio station WFCR to Springfield's Main Street.
During Springfield's brief renaissance, the city's largest proposed monetary investment occurred in rail infrastructure – specifically, in the proposed, first-ever in the United States high-speed rail line. That proposal was an approximately $1 billion investment  shared with the State of Connecticut and the U.S. Federal Government in the New Haven-Hartford-Springfield commuter rail line. According to NHHSRail, the project's oversight body, Springfield-New Haven high-speed commuter rail will be fully functional by 2016, featuring a northern terminus at Springfield's Union Station and a southern terminus at New Haven's Union Station. It is reported that trains will reach speeds of 110 mph (180 km/h), making the Springfield-New Haven intercity commuter line the first truly ""high-speed train"" in the United States. Additionally, Amtrak's Vermonter runs through downtown Springfield. The Vermonter is in the process of being re-aligned to the former Montrealer route, through the more populous Pioneer Valley cities of Chicopee and Northampton, as opposed to smaller towns like Palmer."
"21st century -> Springfield tornado of June 1, 2011","On June 1, 2011, at approximately 4:45pm, the City of Springfield was directly hit by a tornado with wind speeds estimated at 160 mph (260 km/h), (a high-end EF3 on the Enhanced Fujita Scale), which, according to the National Weather Service, was the 2nd largest ever to have hit New England – the 1953 tornado in Worcester, Massachusetts, was slightly larger. The National Oceanographic and Atmospheric Administration called the Springfield Tornado ""very significant... Noted not only for its intensity but also for the length of its continuous damage path – approximately 39 miles. The tornado was also very wide at some points, reaching a maximum width of one-half mile."" According to Massachusetts Governor Deval Patrick, Springfielders were given only 10 minutes warning that a tornado was approaching the densely populated city. CNN delayed warning of the impending tornado due to a live interview with New York Congressman Anthony Weiner, who was discussing explicit photographs of himself that he had posted online.
The Greater Springfield tornado left four people dead, hundreds of people suffering in hospitals with injuries ranging from lightning strikes to trauma, and over 500 people homeless in the City of Springfield alone, most of whom stayed at the MassMutual Center arena and convention center. Over two weeks after the disaster, more than 250 people were still living at the MassMutual Center, homeless.
The tornado crossed over the Connecticut River from West Springfield, Massachusetts, into the City of Springfield near the Springfield Memorial Bridge. First, it caused extensive damage to Springfield's Connecticut River Walk Park, deforesting much of the park's formerly lush tree canopy and removing large sections of its attractive wrought-iron fencing. Next it damaged Court Square – Springfield's historic center – ripping off parts of the Old First Church (established in 1637), and uprooting approximately half of Court Square's 200-year-old ""heritage trees."" Then the tornado proceeded southward down Main Street, devastating Springfield's historically Italian South End. In less than two minutes, much of the South End's commercial district – built more than a century ago and consisting of mostly brick, commercial buildings – lay in complete ruins, while the South End's recent improvements, e.g. new ornate, street lamps, were either bent or flung far from their places of origin.
After devastating the South End, the tornado moved east and headed up historic Maple Street, on and around which it caused significant damage. It seriously damaged the campus of MacDuffie School. Less than a mile eastward, large sections of Springfield College and the Old Hill neighborhood were completely destroyed, as were hundreds of homes in East Forest Park, an upper-middle-class neighborhood. East Forest Park's Cathedral High School was completely ravaged by the tornado. Due to the experience with these tornadoes, Springfield College's twelfth (and incumbent) president Dr. Richard B. Flynn of Omaha, Nebraska, turned a ten-month-to-a-year restoration of campus into a ten-week project. Debris from Cathedral was found roughly 43 mi (69 km) away in Millbury, Massachusetts. Springfield's most suburban neighborhood – the upper-middle-class Sixteen Acres – also incurred significant damage. However, Sixteen Acres' newer homes did not weather the tornado any better than did Springfield's famous Victorians. The East Forest Park and Sixteen Acres neighborhoods remained without power for days. In Springfield, the tornado completely destroyed over 100 homes, made countless others structurally unsound or uninhabitable, and caused other structures deemed hazardous to be quickly demolished.
Immediately following the tornado, Governor Deval Patrick declared a ""State of Emergency"" for the entire Commonwealth of Massachusetts. That day, United States Senator from Massachusetts John F. Kerry cited city damages as ""astronomical... well beyond tens of millions of dollars."" As of June 18, 2011, there have been over $140 million in tornado-related insurance claims."
"""Firsts"" in Springfield","The City of Springfield is known as the City of Firsts because, throughout the centuries, its citizens have boldly created avant-garde products, organizations, and ideas. Today, the most famous among Springfield's ""firsts"" is the sport of basketball, invented in 1891 and now the world's second most popular sport. Below is a partial list of the City of Springfield's ""firsts:"""
Indigenous era,"Prior to European colonization the region around modern-day Boston was inhabited by the Indigenous Massachusett people. Their habitation consisted of small, seasonal communities along what is now the Charles River. The river was accurately named Quinobequin in the Algonquin language of the Massachusett, and they knew it as ""the meandering one"". The people who lived in the area most likely moved between inland winter homes along the meanders of the Charles and summer communities on the coast. Game was most easily hunted inland during bare-tree seasons while the fishing shoals and shellfish beds on the tidal flats of Boston harbor were more comfortably exploited during the summer months.
Being surrounded by mudflats and salt marshes, the Shawmut Peninsula itself was more sparsely occupied than its surroundings before the arrival of Europeans. Nevertheless, archeological excavations have revealed one of the oldest fish weirs in New England on Boylston Street. Native people constructed this weir to trap fish as early as 7,000 years before European arrival in the Western Hemisphere.
The Shawmut Peninsula was originally connected with the mainland to its south by a narrow isthmus, Boston Neck, and was surrounded by Boston Harbor and Back Bay, an estuary of the Charles River. This neck of land was surrounded by infill beginning in 1803 and expanded to dozens of times its original width by the turn of the 20th century."
Foundation by Europeans -> Blaxton Era (1624–1630),"The first European to live in what would become Boston was William Blaxton. He was directly responsible for the foundation of Boston by Puritan colonizers in 1630. Blaxton had joined the failed Ferdinando Gorges expedition to America in 1623, which never landed. He eventually arrived later in 1623, as a chaplain to the subsequent expedition of Ferdinando's son, Robert Gorges, aboard the ship Katherine. This expedition landed in Weymouth, Massachusetts, five miles south of what is now Boston.
By 1625 the colony at Weymouth had failed and all of his fellow travelers returned to England. Blaxton remained, moving five miles north to a 1 mi2 rocky bulge at the end of a swampy isthmus surrounded on all sides by mudflats. Blaxton thus became the first colonist to settle in what would become Boston. He lived at the Western end of the Shawmut Peninsula at the foot of what is now Beacon Hill and was entirely alone for more than five years."
Foundation by Europeans -> Puritan Era (1630–1750) -> Invitation from Blaxton,"In 1629 Isaac Johnson landed with the Puritans in nearby Charlestown, having left Salem for want of food. Blaxton and Johnson had been university contemporaries at Emmanuel College, Cambridge. The rockier highlands of Charlestown lacked easily tappable wells. Knowing of this difficulty, Blaxton wrote an historic letter in September 1630 to Johnson and his group of Puritans that advertised Boston's excellent natural spring, and invited them to settle on his land. This they did over the course of September 1630."
"Foundation by Europeans -> Puritan Era (1630–1750) -> Renamed ""Boston""","One of Johnson's last official acts as the leader of the Charlestown community before dying on September 30, 1630, was to name the new settlement across the river ""Boston."" He named the settlement after his hometown in Lincolnshire, from which he, his wife (namesake of the Arbella) and John Cotton (grandfather of Cotton Mather) had emigrated to New England. The name of the English city ultimately derives from that town's patron saint, St. Botolph, in whose church John Cotton served as the rector until his emigration with Johnson. In early sources the Lincolnshire Boston was known as ""St. Botolph's town"", later contracted to ""Boston"". Prior to this renaming the settlement on the peninsula had been known as ""Shawmut"" by Blaxton and ""Trimountaine"" by the Puritan settlers he had invited."
Foundation by Europeans -> Puritan Era (1630–1750) -> Settlement on Shawmut Peninsula,"The Puritans settled around the advertised springs on the north side of what is now Beacon Hill (at the time called ""Trimountaine"" from its three peaks). Blaxton negotiated a grant of 50 acres (20 ha) for himself in the final paperwork with Johnson, amounting to around 10% of the peninsula's total area. However, by 1633 the new town's 4,000 citizens made retention of such a large parcel untenable and Blaxton sold all but six acres back to the Puritans in 1634 for £30 ($5,455 in adjusted USD). Governor Winthrop, Johnson's successor as leader of the settlement, purchased the land through a one-time tax on Boston residents of 6 shillings (around $50 adjusted) per head. This land became a town commons open to public grazing. It now forms the bulk of Boston Common, the largest public park in present-day downtown Boston.
After Johnson's death the Episcopalian Blaxton did not get along with the Puritan leaders of the Boston church, which rapidly became radically fundamentalist in its outlook as it began executing religious dissidents such as Quakers. In 1635 Blaxton moved about 35 miles (56 km) south of Boston to what the Indians then called the Pawtucket River and is today known as the Blackstone River in Cumberland, Rhode Island. He was that region's first European settler, arriving one year before Roger Williams established Providence Plantations."
Foundation by Europeans -> Puritan Era (1630–1750) -> Original topography of the peninsula,"The peninsula on which the Puritans settled was rocky scrubland with few trees. It held three major hills: Copps Hill (now the North End), Fort Hill (later the Financial District), and Trimountaine (Beacon Hill). Trimountaine was the tallest of the three, with its name coming from its three separate peaks. The name was retained for the hill and in later years Trimountaine would be shortened to Tremont, for which Tremont Street was named.
The three peaks of Trimountaine were,

Cotton Hill—named for John Cotton, and later renamed Pemberton Hill (now Pemberton Square),
Centry or Sentry Hill—the present location of the Massachusetts State House, and
Mount Whoredom—also known as Mount Vernon, now the location of Louisburg Square, home to some of the most expensive real estate in the nation .
Over the next two centuries the three hills would be regraded and the geography of the area transformed through landfill and annexation. Beacon Hill or Trimountaine, though shortened between 1807 and 1824, remains a prominent feature of the Boston cityscape. It received its current name from the signal beacon erected on its highest peak to warn outlying towns of danger."
Foundation by Europeans -> Puritan Era (1630–1750) -> Response to 1684 charter revocation,"In 1684, fearing that the rumored revocation of the Massachusetts Bay Colony's Charter by King Charles II would come to pass, Boston city fathers sought to buttress their fifty year old claim to the land of the Shawmut Peninsula. To this end in early 1684 they attempted to secure legal ownership of the Shawmut Peninsula from the descendents of Chickatawbut (d. 1633), the Massachusett sachem at the time Blaxton first settled on the peninsula, fifty years prior. Such a descendent was located, a sachem named Josias Wampatuck. There is little evidence that this sachem, his grandfather Chickatawbut or any of their people ever inhabited the peninsula, however the lack of formal legal documents involving Indians during the Blaxton transactions encouraged the creation of a backdated deed (known in English common law as a ""quitclaim"") which Josias duly signed on March 19, 1684 (see document at right, and its transcription). The charter was revoked as promised later that year on the advice of colonial administrator Edward Randolph."
Colonial era -> Disasters in the 1700s,"A particularly virulent sequence of six smallpox outbreaks took place from 1636 to 1698. In 1721–1722, the most severe epidemic occurred, killing 844 people. Out of a population of 10,500, 5889 caught the disease, 844 (14%) died, and at least 900 fled the city, thereby spreading the virus. Colonists tried to prevent the spread of smallpox by isolation. For the first time in America, inoculation was tried; it causes a mild form of the disease. Inoculation was itself very controversial because of the threat that the procedure itself could be fatal to 2% of those who were treated, or otherwise spread the disease. It was introduced by Zabdiel Boylston and Cotton Mather.
In 1755, Boston endured the largest earthquake ever to hit the Northeastern United States, (estimated at 6.0 to 6.3 on the Richter magnitude scale), called the Cape Ann earthquake. There was some damage to buildings, but no deaths.
The first ""Great Fire"" of Boston destroyed 349 buildings on March 20, 1760. It was one of many significant fires fought by the Boston Fire Department."
"Boston and the American Revolution, 1765–1775","Boston had taken an active role in the protests against the Stamp Act of 1765. Its merchants avoided the customs duties which angered London officials and led to a crackdown on smuggling. Governor Thomas Pownall (1757 to 1760) tried to be conciliatory, but his replacement Governor Francis Bernard 1760–1769) was a hard-liner who wanted to stamp out the opposition voices that were growing louder and louder in town meetings and pamphlets. Historian Pauline Maier says that his letters to London greatly influenced officials there, but they ""distorted"" reality. ""His misguided conviction that the 'faction' had espoused violence as its primary method of opposition, for example, kept him from recognizing the radicals' peace-keeping efforts.... Equally dangerous, Bernard's elaborate accounts were sometimes built on insubstantial evidence."" Warden argues that Bernard was careful not to explicitly ask London for troops, but his exaggerated accounts strongly suggested they were needed. In the fall of 1767 he warned about a possible insurrection in Boston any day, and his exaggerated report of one disturbance in 1768, ""certainly had given Lord Hillsboro the impression that troops were the only way to enforce obedience in the town."" Warden notes that other key British officials in Boston wrote London with the ""same strain of hysteria."" Four thousand British Army troops arrived in Boston in October 1768 as a massive show of force; tensions escalated.

By the late 1760s, Patriot colonists focused on the rights of Englishmen that they claimed to hold, especially the principle of ""no taxation without representation"" as articulated by John Rowe, James Otis Sr., Samuel Adams and other Boston firebrands. Boston played a major role in the American Revolution, including the American Revolutionary War. On March 5, 1770, nine soldiers of the 29th Regiment of Foot opened fire at a crowd of Bostonians which was verbally and physically harassing them; five people were killed in what came to be known as the Boston Massacre, dramatically escalating tensions. The British Parliament, meanwhile, continued to insist on its right to tax the Britain's North American colonies and finally came up with a small tax on tea. Up and down the Thirteen Colonies, American colonists prevented merchants from selling the tea, but a shipment arrived in Boston Harbor. On December 16, 1773, members of the Sons of Liberty, disguised as Native Americans, dumped 342 chests of tea in the harbor in the Boston Tea Party. The Sons of Liberty decided to take action to defy Britain's new tax on tea, but the British government retaliated with a series of punitive laws, closing down the Port of Boston and stripping Massachusetts of its self-government. The other colonies rallied in solidarity behind Massachusetts, setting up the First Continental Congress, while arming and training militia units. The British sent more troops to Boston, and made its commander General Thomas Gage the governor. Gage believed the Patriots were hiding munitions in the town of Concord, and he sent troops to capture them. Paul Revere, William Dawes, and Dr. Samuel Prescott made their famous midnight rides to alert the Minutemen in the surrounding towns, who fought the resulting Battle of Lexington and Concord in April 1775. It was the first battle of the American Revolution.
Militia units across New England rallied to the defense of Boston, and Congress sent in General George Washington to take command. The British were trapped in the city, and suffered very heavy losses in their victory at the Battle of Bunker Hill.
Washington brought in artillery and forced the British out as the patriots took full control of Boston. The American victory on March 17, 1776, is celebrated as Evacuation Day. The city has preserved and celebrated its revolutionary past, from the harboring of the USS Constitution to the many famous sites along the Freedom Trail."
19th century -> Economic and population growth,"Boston was transformed from a relatively small and economically stagnant town in 1780 to a bustling seaport and cosmopolitan center with a large and highly mobile population by 1800. It had become one of the world's wealthiest international trading ports, exporting products like rum, fish, salt and tobacco. The upheaval of the American Revolution, and the British naval blockade that shut down its economy, had caused a majority of the population to flee the city. From a base of 10,000 in 1780, the population approached 25,000 by 1800. The abolition of slavery in the state in 1783 gave blacks greater physical mobility, but their social mobility was slow.
Boston was part of the New England corner of triangular trade, receiving sugar from the Caribbean and refining it into rum and molasses, partly for export to Europe. Later, confectionery manufacturing would become another refined product made from similar raw materials. Related companies with facilities in Boston included the Boston Sugar Refinery (inventors of granulated sugar), Domino Sugar, the Purity Distilling Company, Necco, Schrafft's, Squirrel Brands (as the predecessor Austin T. Merrill Company of Roxbury) American Nut and Chocolate (1927) This legacy continued into the 20th century; by 1950, there were 140 candy companies in Boston. (Others were located in and some moved to nearby Cambridge.) The Boston Fruit Company began importing tropical fruit from the Caribbean in 1885; it is a predecessor of United Fruit Company and Chiquita Brands International.
Boston had the status of a town; it was chartered as a city in 1822. The second mayor was Josiah Quincy III, who undertook infrastructure improvements in roads and sewers, and organized the city's dock area around the newly erected Faneuil Hall Marketplace, popularly known as Quincy Market. By the mid-19th century Boston was one of the largest manufacturing centers in the nation, noted for its garment production, leather goods, and machinery industries. Manufacturing overtook international trade to dominate the local economy. A network of small rivers bordering the city and connecting it to the surrounding region made for easy shipment of goods and allowed for a proliferation of mills and factories. The building of the Middlesex Canal extended this small river network to the larger Merrimack River and its mills, including the Lowell mills and mills on the Nashua River in New Hampshire. By the 1850s, an even denser network of railroads (see also List of railroad lines in Massachusetts) facilitated the region's industry and commerce. For example, in 1851, Eben Jordan and Benjamin L. Marsh opened the Jordan Marsh Department store in downtown Boston. Thirty years later William Filene opened his own department store across the street, called Filene's.
Several turnpikes were constructed between cities to aid transportation, especially of cattle and sheep to markets. A major east–west route, the Worcester Turnpike (now Massachusetts Route 9), was constructed in 1810. Others included the Newburyport Turnpike (now Route 1) and the Salem Lawrence Turnpike (now Route 114)."
19th century -> Brahmin elite,"Boston's ""Brahmin elite"" developed a particular semi-aristocratic value system by the 1840s—cultivated, urbane, and dignified, the ideal Brahmin was the very essence of enlightened aristocracy. He was not only wealthy, but displayed suitable personal virtues and character traits. The term was coined in 1861 by Dr. Oliver Wendell Holmes Sr. The Brahmin had high expectations to meet: to cultivate the arts, support charities such as hospitals and colleges, and assume the role of community leader. Although the ideal called on him to transcend commonplace business values, in practice many found the thrill of economic success quite attractive. The Brahmins warned each other against ""avarice"" and insisted upon ""personal responsibility."" Scandal and divorce were unacceptable. The total system was buttressed by the strong extended family ties present in Boston society. Young men attended the same prep schools and colleges, and had their own way of talking. Heirs married heiresses. Family not only served as an economic asset, but also as a means of moral restraint. Most belonged to the Unitarian or Episcopal churches, although some were Congregationalists or Methodists. Politically, they were successively Federalists, Whigs, and Republicans.
A poem about Boston, attributed to various people, describes the city thus: ""And here's to good old Boston / The land of the bean and the cod / Where Lowells talk only to Cabots / and Cabots talk only to God."" While wealthy colonial families like the Lowells and Cabots (often called the Boston Brahmins) ruled the city, the 1840s brought waves of new immigrants from Europe. These included large numbers of Irish and Italians, giving the city a large Roman Catholic population."
19th century -> Abolitionists,"In 1831, William Lloyd Garrison founded The Liberator, an abolitionist newsletter, in Boston. It advocated ""immediate and complete emancipation of all slaves"" in the United States, and established Boston as the center of the abolitionist movement. While living in Boston, David Walker published An Appeal to the Colored Citizens of the World. After the passing of the Fugitive Slave Law of 1850, Boston became a bastion of abolitionist thought. Attempts by slave-catchers to arrest fugitive slaves often proved futile, which included the notable case of Anthony Burns and Kevin McLaughlin. After the passage of the Kansas–Nebraska Act in 1854, Boston also became the hub of efforts to send anti-slavery New Englanders to settle in Kansas Territory through the Massachusetts Emigrant Aid Company."
19th century -> Irish,"The earliest Irish settlers began arriving in the early 18th century. Initially, they were indentured servants who came to work in Boston and New England for five to seven years, before gaining their independence. They were mainly individuals and families, and they were forced to hide their religious roots since Catholicism was banned in the Bay Colony. Then in 1718, congregations of Presbyterians from Ulster in the north of Ireland began arriving in Boston Harbor. They were referred to as Ulster Irish but later were referred to as Scots-Irish because many of them had roots in Scotland. The Puritan leaders initially sent the Ulster Irish to the fringes of the Bay Colony, where they settled places like Belfast, Maine, Londonderry and Derry, New Hampshire, and Worcester, Massachusetts. But by 1729 they were permitted to set up a church in downtown Boston.

Throughout the 19th century, Boston became a haven for Irish Catholic immigrants, especially following the Great Famine of the late 1840s. Their arrival transformed Boston from a singular, Anglo-Saxon, Protestant city to one that has progressively become more diverse. The Yankees hired Irish as workers and servants, but there was little social interaction. In the 1850s, an anti-Catholic, anti-immigrant movement was directed against the Irish, called the Know Nothing Party. But in the 1860s, many Irish immigrants joined the Union ranks to fight in the American Civil War, and that display of patriotism and valor began to soften the harsh sentiments of Yankees about the Irish. Nonetheless, as in New York City, on July 14, 1863, a draft riot attempting to raid Union armories broke out among Irish Catholics in the North End, resulting in approximately 8 to 14 deaths. In the 1860 presidential election, Abraham Lincoln received only 9,727 votes out of 20,371 cast in Boston (or 48 percent) while receiving 63 percent of the vote statewide, and Boston Irish Catholics mostly voted against Lincoln.
Even to the present day, Boston still commands the largest percentage of Irish-descended people of any city in the United States. With an expanding population, group loyalty, and block by block political organization, the Irish took political control of the city, leaving the Yankees in charge of finance, business and higher education. The Irish left their mark on the region in a number of ways: in still heavily Irish neighborhoods such as Charlestown and South Boston; in the name of the local basketball team, the Boston Celtics; in the dominant Irish-American political family, the Kennedys; in a large number of prominent local politicians, such as James Michael Curley; in the establishment of Catholic Boston College as a rival to Harvard; and in underworld figures such as James ""Whitey"" Bulger."
19th century -> Great Fire of 1872,"The Great Boston Fire of 1872 started at the corner of Summer Street and Kingston Street on November 9. In two days the conflagration destroyed about 65 acres (260,000 m2) of the city, including 776 buildings in the financial district, totaling $60 million in damage."
19th century -> High culture,"From the mid-to-late-19th century, the Boston Brahmins flourished culturally—they became renowned for its rarefied literary culture and lavish artistic patronage. Literary residents included, among many others, writers Nathaniel Hawthorne, Henry Wadsworth Longfellow, Oliver Wendell Holmes Sr., James Russell Lowell, and Julia Ward Howe, as well as historians John Lothrop Motley, John Gorham Palfrey, George Bancroft, William Hickling Prescott, Francis Parkman, Henry Adams, James Ford Rhodes, Edward Channing and Samuel Eliot Morison. Also there were theologians and philosophers such as William Ellery Channing, Ralph Waldo Emerson and Mary Baker Eddy. When Bret Harte visited Howells, he remarked that in Boston ""it was impossible to fire a revolver without bringing down the author of a two-volume work."" Boston had many great publishers and magazines, such as The Atlantic Monthly (founded 1857) and the publishers Little, Brown and Company, Houghton Mifflin, and Harvard University Press.
Higher education became increasingly important, principally at Harvard (based across the river in Cambridge), but also at other institutions. The Massachusetts Institute of Technology (MIT) opened in the city in 1865. The first medical school for women, The Boston Female Medical School (which later merged with the Boston University School of Medicine), opened in Boston on November 1, 1848. The Jesuits opened Boston College in 1863; Emerson College opened in 1880, and Simmons College for women in 1899.
The Brahmins were the foremost authors and audiences of high culture, despite being a minority. Emerging Irish, Jewish, and Italian cultures made little to no impact on the elite.
To please a different audience, the first vaudeville theater opened on February 28, 1883, in Boston. The last one, the Old Howard in Scollay Square, which had evolved from opera to vaudeville to burlesque, closed in 1953.
The public Boston Museum of Natural History (founded in 1830 and renamed the New England Museum of Natural History in 1864, and the Boston Museum of Science in the mid-twentieth century), was run by the Boston Society of Natural History. It served the function of public and professional education in natural history, including ocean life, geology and mineralogy. Around the end of the 19th century a scientific library and children's rooms were added. In addition, the private Warren Museum of Natural History at Boston operated 1858–1906. It was acquired by the American Museum of Natural History in New York City in 1906."
19th century -> Transportation,"As the population increased rapidly, Boston-area streetcar lines facilitated the creation of a profusion of streetcar suburbs. Middle-class businessmen, office workers and professionals lived in the suburbs and commuted into the city by subway. Downtown congestion worsened, prompting the opening of the first subway in North America on September 1, 1897, the Tremont Street Subway. Between 1897 and 1912, subterranean rail links were built to Cambridge and East Boston, and elevated and underground lines expanded into other neighborhoods from downtown. Today, the regional passenger rail and bus network has been consolidated into the Massachusetts Bay Transportation Authority. Two union stations, North Station and South Station were constructed to consolidate downtown railroad terminals."
19th century -> Censorship,"From the late 19th century until the mid-20th century, the phrase ""Banned in Boston"" was used to describe a literary work, motion picture, or play prohibited from distribution or exhibition. During this time, Boston city officials took it upon themselves to ""ban"" anything that they found to be salacious, immoral, or offensive: theatrical shows were run out of town, books confiscated, and motion pictures were prevented from being shown—sometimes stopped in mid-showing after an official had ""seen enough"". The phrase ""banned in Boston"" came to suggest something sexy and lurid; some distributors advertised that their products had been banned in Boston, when in fact they had not."
20th century -> Early decades,"In 1900, Julia Harrington Duff (1850–1932) became the first woman from the Irish Catholic community to be elected to the Boston School Committee. Extending her role as teacher and mother she became an ethnic spokesperson as she confronted the power of the Yankee Protestant men of the Public School Association. She worked to replace 37-year-old textbooks, to protect the claims of local Boston women for career opportunities in the school system, and to propose a degree-granting teachers college. In 1905, the 25 member committee was reduced to five, which blocked women's opportunities for direct participation in school policies.
Around the start of the 20th century, caught up in the automobile revolution, Boston was home to the Porter Motor Company, headquartered in the Tremont Building, 73 Tremont Street.
On January 15, 1919, the Great Molasses Flood occurred in the North End. Twenty-one people were killed and 150 injured as an immense wave of molasses, which rushed through the streets at an estimated 35 miles per hour (56 km/h), crushed and asphyxiated many of the victims to death. It took over six months to remove the molasses from the cobblestone streets, theaters, businesses, automobiles, and homes. Boston Harbor ran brown until summer.
During the summer of 1919, over 1,100 members of the Boston Police Department went on strike. Boston fell prey to several riots as there were minimal law officers to maintain order in the city. Calvin Coolidge, then governor of Massachusetts, garnered national fame for quelling violence by almost entirely replacing the police force. The 1919 Boston Police Strike would ultimately set precedent for police unionization across the country.
The most infamous swindler was from Boston in the 1920s. ""Charles Ponzi, a dapper, five-foot-two-inch rogue who in 1920 raked in an estimated $15 million in eight months by persuading tens of thousands of Bostonians that he had unlocked the secret to easy wealth. Ponzi's meteoric success at swindling was so remarkable that his name became attached to the method he employed,"" the ""Ponzi scheme."" ""Charles named his concern the Securities Exchange Company"" on 27 School Street in Boston, Massachusetts.

On August 23, 1927, Italian anarchists Nicola Sacco and Bartolomeo Vanzetti were sent to the electric chair after a seven-year trial in Boston. Their execution sparked riots in London, Paris and Germany, and helped to reinforce the image of Boston as a hotbed of intolerance and discipline.
More effective securities laws were required to manage the effects of the depression. Governor of Massachusetts Frank G. Allen appointed John C. Hull  the first Securities Director of Massachusetts in the country in January 1930. At the Massachusetts Statehouse, Hull authored and introduced a bill to the committee on Banks and Banking in the Massachusetts House of Representatives the law relative to the sale of securities (Chapter 110A), on May 4, 1932. The act was approved in Boston on June 6, 1932.
Three Harvard professors, Felix Frankfurter, Benjamin V. Cohen and James M. Landis drafted both Securities Act of 1933 and Securities Exchange Act of 1934. The 1st Chair of the U.S. Securities and Exchange Commission, Joseph P. Kennedy Sr. was from Boston. In his address to the Boston Chamber of Commerce on November 15, 1934, Kennedy said this: ""Deplorable loss was the consequence of ill-considered conception, preparation, and execution. We don't want the staccato tempo of much of the frenzied financing of the late twenties."" Kennedy continued, ""We have the tremendous task of educating the American public to protect itself against high-pressure salesmanship. No law has ever been devised or administered which successfully eradicated crookedness. The Federal Government, however, hopes to fill a much needed want, hopes to be a vigorous factor in the relentless war on stock frauds."""
