Date,Country,Intervention,Prevalence_Rate_%,Recovery_Rate_%,Mortality_Rate_%,Improvement_in_5_Years_%
2020-08-07,Country_A,0,18.63082296398635,66.45917241331601,7.85389152334456,7.136917703601366
2020-08-08,Country_A,0,18.56096725897846,69.86515248792979,8.028874096784435,7.143903274102154
2020-08-09,Country_A,0,17.372267917359945,61.01782472620404,5.7642956959216605,7.262773208264005
2020-08-10,Country_A,0,17.459577283845082,61.606813732595555,5.932835120256529,7.254042271615493
2020-08-11,Country_A,0,17.850951686938473,61.73373595294755,9.483827123132127,7.2149048313061535
2020-08-12,Country_A,0,15.802337456616423,65.24511389570254,7.051984134948308,7.419766254338358
2020-08-13,Country_A,0,24.823786169086063,61.12038902168052,6.989277995228708,6.517621383091394
2020-08-14,Country_A,0,24.694704332753687,68.6550712589398,9.085360354746399,6.530529566724631
2020-08-15,Country_A,0,17.5790282704494,61.70887587390066,8.343216099622154,7.24209717295506
2020-08-16,Country_A,0,24.293759891275858,65.56762893013929,7.858063447349499,6.5706240108724145
2020-08-17,Country_A,0,17.799790936602843,67.69492933191937,5.935218742787617,7.220020906339716
2020-08-18,Country_A,0,18.236792364042437,64.25436438616417,7.538051893422275,7.176320763595758
2020-08-19,Country_A,0,17.424097324150804,61.148368247392035,8.053100212208163,7.25759026758492
2020-08-20,Country_A,0,17.88630553240256,65.81238221422612,5.771813576371011,7.211369446759744
2020-08-21,Country_A,0,19.811401018548175,65.32589432551586,5.259117684112135,7.018859898145184
2020-08-22,Country_A,0,18.366042781939207,61.344146769389745,5.3168748523638385,7.16339572180608
2020-08-23,Country_A,0,24.89960232389945,63.22353844974723,9.049372229273175,6.510039767610056
2020-08-24,Country_A,0,17.546406547637638,66.8150272222393,8.801139299448433,7.245359345236236
2020-08-25,Country_A,0,20.95638740607844,64.71576188550158,7.059204570736343,6.9043612593921555
2020-08-26,Country_A,0,18.488682665429952,69.29529144247826,9.153097038938647,7.151131733457006
2020-08-27,Country_A,0,24.650269106665128,61.24297223485545,8.654337376018221,6.534973089333488
2020-08-28,Country_A,0,24.38340456821038,61.8123306616566,5.3324813368338875,6.561659543178962
2020-08-29,Country_A,0,22.41120649290059,65.74473113179911,9.20914388379136,6.758879350709941
2020-08-30,Country_A,0,16.397723766262896,67.95267311859891,6.008136600238723,7.36022762337371
2020-08-31,Country_A,0,16.636559428657044,61.64265797930993,9.07287360115691,7.336344057134295
2020-09-01,Country_A,0,21.651972206962,65.23065424769119,6.794152420617513,6.8348027793038
2020-09-02,Country_A,0,23.772005408131083,63.924451074226354,9.082997197357885,6.622799459186893
2020-09-03,Country_A,0,19.391349085702185,63.76944429424908,7.3133989283480325,7.060865091429782
2020-09-04,Country_A,0,18.01377874164142,67.47609380176252,7.513601950462396,7.1986221258358585
2020-09-05,Country_A,0,17.322126951468174,68.99574573274569,6.919456106866058,7.267787304853183
2020-09-06,Country_A,0,20.435528611139887,69.06472110964548,8.12118997956996,6.956447138886012
2020-09-07,Country_A,0,16.16898040708364,69.39832123613475,8.13854026535709,7.383101959291636
2020-09-08,Country_A,0,18.34905614657086,61.392720726633875,8.97012594635148,7.165094385342915
2020-09-09,Country_A,0,21.200727559285134,65.33461091976322,9.469462915254788,6.879927244071488
2020-09-10,Country_A,0,22.885972112245305,61.51674879732751,6.558610338977742,6.71140278877547
2020-09-11,Country_A,0,17.484891398144658,67.43946292572677,5.167662173678897,7.251510860185535
2020-09-12,Country_A,0,20.698896848713165,67.62458685740691,9.383828183808747,6.930110315128684
2020-09-13,Country_A,0,18.420817487159074,68.21257304672012,5.553158684776037,7.1579182512840935
2020-09-14,Country_A,0,23.46452291734518,61.27488662331982,6.986436452801836,6.653547708265482
2020-09-15,Country_A,0,22.972953657795536,61.49917427348774,6.146256976163207,6.7027046342204475
2020-09-16,Country_A,0,22.222525683930662,67.20036536546074,8.205738164426487,6.777747431606935
2020-09-17,Country_A,0,21.939484444671002,65.42724443347596,6.258995294534763,6.806051555532901
2020-09-18,Country_A,0,18.456959935039194,61.81597716801426,9.542252806668142,7.154304006496081
2020-09-19,Country_A,0,20.833917947661206,64.0085141676364,7.310029018220663,6.91660820523388
2020-09-20,Country_A,0,24.472833396118155,61.5335140311608,7.9311491600839865,6.552716660388185
2020-09-21,Country_A,0,20.05888678884466,66.11454235434648,5.090550919104203,6.994111321115534
2020-09-22,Country_A,0,23.721239089441514,69.32118282483613,7.825665917946045,6.62787609105585
2020-09-23,Country_A,0,21.966508238768924,69.22499381177296,8.536193171566993,6.803349176123108
2020-09-24,Country_A,0,16.525390429142615,65.76288360166814,8.03357523191428,7.3474609570857385
2020-09-25,Country_A,0,19.24130671302386,67.36444235624722,9.671835073845074,7.075869328697614
2020-09-26,Country_A,0,24.255685129067764,64.50839371404132,5.566190229203777,6.574431487093225
2020-09-27,Country_A,0,24.848411989623344,68.38898086445934,5.623313406016334,6.515158801037666
2020-09-28,Country_A,0,24.208418826173723,68.69896362062129,7.5941902856303605,6.579158117382628
2020-09-29,Country_A,0,20.912754357449295,63.9900270387013,5.273808194110156,6.9087245642550705
2020-09-30,Country_A,0,18.35197241645901,68.02853448598012,5.023160115023014,7.164802758354099
2020-10-01,Country_A,0,18.334991716911443,63.98168693590944,7.686978014689615,7.166500828308855
2020-10-02,Country_A,0,24.198556164127606,63.463459943659615,6.734766009481138,6.580144383587239
2020-10-03,Country_A,0,22.375012481097485,64.52217940889807,6.12302411469991,6.762498751890252
2020-10-04,Country_A,0,19.524395161326936,61.408570203798,5.8819349325311165,7.047560483867307
2020-10-05,Country_A,0,19.9836777273948,64.18925449504547,9.5742295053405,7.001632227260521
2020-10-06,Country_A,0,18.62393899116633,65.80588350278043,8.161321439597652,7.137606100883367
2020-10-07,Country_A,0,15.130944565883336,66.63537372016711,5.890179834348757,7.486905543411666
2020-10-08,Country_A,0,24.61070317469455,61.48662727753113,7.0731206186351185,6.538929682530545
2020-10-09,Country_A,0,15.853496680786439,69.96874251845948,7.510975051656213,7.414650331921357
2020-10-10,Country_A,0,20.953850173200436,60.67076477388427,8.74980235199589,6.9046149826799565
2020-10-11,Country_A,0,17.099055930955856,68.98054289440714,6.025698202410036,7.290094406904415
2020-10-12,Country_A,0,16.906877206636665,60.36549667848095,7.360334725549996,7.309312279336334
2020-10-13,Country_A,0,20.648411332626164,60.657086394283525,8.877638083475052,6.935158866737384
2020-10-14,Country_A,0,19.532888347480277,65.2439026932758,7.20381373469114,7.046711165251972
2020-10-15,Country_A,0,19.00763060875326,65.59640331308218,5.776201229653562,7.099236939124674
2020-10-16,Country_A,0,16.81928130495271,68.61785621013517,9.730577310668163,7.318071869504729
2020-10-17,Country_A,0,18.73309316279753,62.70744673143554,8.219997716195078,7.1266906837202475
2020-10-18,Country_A,0,19.087341710980965,60.25386355660345,5.780762986830952,7.0912658289019035
2020-10-19,Country_A,0,22.159722288473976,66.58923941910152,5.135479962517417,6.784027771152603
2020-10-20,Country_A,0,17.219721619329494,62.310747965880715,8.359463717993641,7.278027838067051
2020-10-21,Country_A,0,15.197105377543641,61.04108581984574,8.999580426865947,7.480289462245636
2020-10-22,Country_A,0,16.785446620543336,66.52746107851874,6.190913905233632,7.321455337945666
2020-10-23,Country_A,0,15.994413927593452,62.43172190999454,8.611334659278295,7.400558607240654
2020-10-24,Country_A,0,23.55696468106286,68.30219864566992,6.985917648092274,6.644303531893716
2020-10-25,Country_A,0,21.68085136570646,62.04984295415821,6.465738651305067,6.831914863429354
2020-10-26,Country_A,0,23.9633581852112,60.13001923510736,5.42754265427234,6.60366418147888
